name,our_pv,scgen_pv,diff
RP11-389O22.1,3.34E-06,8.82E-27,3.34E-06
NEO1,3.34E-06,1.74E-96,3.34E-06
PRR19,3.34E-06,5.13E-85,3.34E-06
AC005498.3,3.34E-06,5.25E-17,3.34E-06
RP11-428J1.5,3.34E-06,8.55E-15,3.34E-06
TGFB1I1,3.34E-06,8.70E-12,3.34E-06
CENPI,3.34E-06,2.54E-11,3.34E-06
RSL24D1,9.04E-05,8.77E-05,2.63E-06
BIRC3,3.14E-06,6.32E-07,2.51E-06
MTFR2,2.28E-06,1.38E-17,2.28E-06
COL9A3,2.28E-06,8.55E-15,2.28E-06
ATP13A4,2.28E-06,2.37E-08,2.26E-06
CDO1,2.25E-06,3.75E-38,2.25E-06
MSMP,2.25E-06,6.47E-21,2.25E-06
STK17A,2.54E-06,3.06E-07,2.24E-06
PCGF6,2.21E-06,1.40E-80,2.21E-06
ZNF793,2.21E-06,8.72E-91,2.21E-06
RP11-192H23.6,1.55E-06,2.79E-51,1.55E-06
CTB-129O4.1,1.55E-06,3.04E-13,1.55E-06
MYLK,1.55E-06,8.70E-12,1.55E-06
KCNMB4,1.53E-06,1.49E-23,1.53E-06
DICER1-AS1,1.53E-06,3.31E-89,1.53E-06
JUNB,1.34E-06,1.85E-07,1.16E-06
MINOS1-NBL1,1.05E-06,2.76E-36,1.05E-06
ADAM28,1.05E-06,4.67E-26,1.05E-06
FSCN1,1.05E-06,5.13E-85,1.05E-06
RP11-366L5.1,1.05E-06,8.70E-12,1.05E-06
PECR,1.03E-06,1.25E-86,1.03E-06
ZNF362,1.03E-06,5.54E-13,1.03E-06
LINC00630,7.05E-07,3.04E-13,7.05E-07
TRIM22,3.93E-05,3.88E-05,4.68E-07
EAF2,4.52E-07,1.30E-48,4.52E-07
PDSS2,4.52E-07,6.83E-94,4.52E-07
AC159540.1,3.13E-07,9.77E-93,3.13E-07
BBS1,3.13E-07,5.23E-94,3.13E-07
NUP43,3.13E-07,1.68E-72,3.13E-07
VLDLR,3.13E-07,2.88E-14,3.13E-07
PRDM10,3.13E-07,2.91E-12,3.13E-07
AC078883.3,3.09E-07,2.96E-80,3.09E-07
CD79A,3.02E-07,6.26E-59,3.02E-07
KCTD13,3.02E-07,1.14E-46,3.02E-07
B2M,2.59E-07,1.46E-47,2.59E-07
CD14,2.06E-07,4.67E-26,2.06E-07
SYP,2.06E-07,5.27E-20,2.06E-07
CCNJL,2.06E-07,7.02E-16,2.06E-07
CBS,2.06E-07,8.55E-15,2.06E-07
PRSS23,2.06E-07,2.88E-14,2.06E-07
PLK2,2.02E-07,7.68E-24,2.02E-07
RP11-402D21.2,1.36E-07,4.01E-63,1.36E-07
RAC3,1.36E-07,1.94E-16,1.36E-07
ITGAV,1.34E-07,4.33E-34,1.34E-07
LCTL,1.34E-07,7.06E-23,1.34E-07
IFITM3,1.26E-07,8.14E-15,1.26E-07
RP11-687F6.1,8.84E-08,1.68E-72,8.84E-08
PAX5,8.84E-08,1.95E-35,8.84E-08
HIST1H2AM,8.84E-08,2.81E-21,8.84E-08
MAN1A1,8.70E-08,6.06E-65,8.70E-08
SMIM5,5.73E-08,3.50E-90,5.73E-08
RP11-50E11.3,5.73E-08,2.41E-53,5.73E-08
ASF1B,5.73E-08,2.91E-12,5.73E-08
UPF1,5.69E-08,5.42E-14,5.69E-08
RP11-528I4.2,5.73E-08,5.49E-10,5.68E-08
RP11-635N19.1,5.66E-08,3.80E-98,5.66E-08
U47924.31,3.70E-08,5.25E-17,3.70E-08
ARHGAP42,3.70E-08,1.94E-16,3.70E-08
C12orf60,3.67E-08,1.94E-70,3.67E-08
MS4A1,3.66E-08,5.87E-48,3.66E-08
FABP3,2.37E-08,2.76E-36,2.37E-08
NMUR1,2.37E-08,3.56E-18,2.37E-08
CMPK2,3.69E-07,3.52E-07,1.77E-08
CD37,1.93E-07,1.77E-07,1.57E-08
RP11-259K5.2,1.51E-08,1.74E-96,1.51E-08
CTC-487M23.8,1.51E-08,2.91E-12,1.51E-08
DENND4A,1.50E-08,1.27E-72,1.50E-08
BZRAP1-AS1,1.50E-08,2.17E-16,1.50E-08
RP11-57G10.8,9.56E-09,2.71E-71,9.56E-09
PKHD1L1,9.56E-09,5.40E-62,9.56E-09
CADM1,6.05E-09,3.86E-95,6.05E-09
RP11-499P20.2,6.02E-09,3.56E-18,6.02E-09
FCGR3B,6.02E-09,5.25E-17,6.02E-09
DDX58,4.46E-08,4.02E-08,4.44E-09
KLRF1,3.77E-09,7.06E-61,3.77E-09
PKIG,3.77E-09,2.63E-86,3.77E-09
C15orf65,3.77E-09,2.91E-23,3.77E-09
FAM13A,3.77E-09,4.86E-93,3.77E-09
IQCH,3.77E-09,5.49E-10,3.22E-09
ZNF550,2.37E-09,6.19E-76,2.37E-09
KIAA1683,2.35E-09,1.37E-22,2.35E-09
ZGPAT,2.35E-09,3.56E-18,2.35E-09
ZFAS1,1.72E-09,1.63E-10,1.55E-09
FITM2,1.45E-09,4.86E-93,1.45E-09
LRIG1,1.45E-09,1.32E-64,1.45E-09
ACTL10,1.45E-09,4.97E-99,1.45E-09
PSD3,1.45E-09,9.77E-93,1.45E-09
C2CD4D,1.45E-09,1.22E-24,1.45E-09
LRRC16B,1.45E-09,2.20E-19,1.45E-09
AC069513.4,1.45E-09,9.52E-13,1.45E-09
TCL1A,8.93E-10,2.02E-10,6.91E-10
7-Sep,1.23E-08,1.17E-08,6.41E-10
SLC25A42,5.57E-10,3.65E-77,5.57E-10
ZFP69,5.48E-10,9.96E-97,5.48E-10
KIF3B,5.46E-10,9.77E-68,5.46E-10
ZSCAN22,5.46E-10,5.14E-38,5.46E-10
SYDE2,5.46E-10,1.60E-42,5.46E-10
RNASE1,3.32E-10,9.77E-68,3.32E-10
RUNDC3B,3.32E-10,1.38E-57,3.32E-10
A1BG-AS1,2.02E-10,3.18E-39,2.02E-10
C6orf229,2.00E-10,2.63E-86,2.00E-10
LINC01013,2.00E-10,2.79E-51,2.00E-10
AP4B1-AS1,2.00E-10,2.54E-11,1.75E-10
RP11-589C21.5,1.20E-10,5.13E-29,1.20E-10
ZFP3,1.20E-10,6.04E-24,1.20E-10
PLS1,1.20E-10,5.27E-20,1.20E-10
TNF,1.21E-10,5.14E-12,1.16E-10
PLAU,7.18E-11,3.56E-18,7.18E-11
FCRLA,7.18E-11,8.55E-15,7.18E-11
RGCC,5.69E-11,4.80E-12,5.21E-11
KIF13B,4.31E-11,1.19E-52,4.31E-11
RP11-10L7.1,4.26E-11,1.28E-97,4.26E-11
S100A13,2.55E-11,3.31E-89,2.55E-11
CD79B,2.55E-11,9.87E-55,2.55E-11
RP11-131L12.2,2.51E-11,5.23E-94,2.51E-11
SERPINA9,2.51E-11,4.67E-26,2.51E-11
CRAT,2.51E-11,1.37E-22,2.51E-11
GCAT,1.50E-11,1.06E-30,1.50E-11
ST8SIA1,1.50E-11,3.08E-24,1.50E-11
ARID5A,2.65E-11,1.24E-11,1.41E-11
PAQR3,1.56E-11,1.80E-12,1.38E-11
BCAT2,9.13E-12,4.26E-96,9.13E-12
ERMN,8.60E-12,6.77E-39,8.60E-12
CCDC121,8.60E-12,5.40E-62,8.60E-12
RP11-284M14.1,8.60E-12,9.04E-34,8.60E-12
S100A9,5.64E-12,6.18E-73,5.64E-12
PELI3,4.98E-12,2.91E-49,4.98E-12
ERCC6L,4.98E-12,2.14E-44,4.98E-12
LAMA2,4.98E-12,7.06E-61,4.98E-12
ATG2B,4.98E-12,6.04E-24,4.98E-12
LINC00996,4.98E-12,8.95E-19,4.98E-12
RP11-112J3.16,4.98E-12,1.94E-16,4.98E-12
BTBD11,2.93E-12,8.67E-56,2.93E-12
CTD-2085J24.4,2.88E-12,5.13E-85,2.88E-12
CRYGN,2.88E-12,1.35E-34,2.88E-12
GPR97,2.88E-12,1.63E-27,2.88E-12
MYH10,2.88E-12,7.02E-16,2.88E-12
TREML2,4.98E-12,2.91E-12,2.07E-12
XBP1,1.14E-11,9.47E-12,1.97E-12
RP11-672L10.6,9.37E-13,2.88E-50,9.37E-13
RP1-239B22.5,9.37E-13,1.95E-35,9.37E-13
KLK1,9.37E-13,2.87E-48,9.37E-13
EVI2A,4.93E-12,4.07E-12,8.62E-13
JAKMIP1,5.45E-13,3.69E-29,5.45E-13
TK1,5.31E-13,1.22E-24,5.31E-13
RP11-473M20.7,3.07E-13,4.60E-84,3.07E-13
RP11-251G23.5,2.99E-13,8.69E-40,2.99E-13
UBE2B,3.54E-13,6.44E-14,2.89E-13
ZBTB37,1.84E-13,3.69E-82,1.84E-13
IZUMO4,1.84E-13,1.26E-93,1.84E-13
AES,8.56E-13,7.20E-13,1.35E-13
PDE9A,9.92E-14,2.17E-16,9.90E-14
TMSB15B,9.58E-14,7.45E-43,9.58E-14
TCF4,9.29E-14,8.82E-27,9.29E-14
UBAP2,6.59E-14,7.32E-87,6.59E-14
NT5C3A,8.06E-13,7.44E-13,6.20E-14
ASXL2,5.51E-14,3.80E-98,5.51E-14
GATA3-AS1,5.31E-14,1.22E-25,5.31E-14
RLN2,5.13E-14,1.86E-82,5.13E-14
HSPA5,1.37E-13,8.90E-14,4.77E-14
LIN9,3.32E-14,3.04E-70,3.32E-14
ZRANB3,3.04E-14,2.19E-84,3.04E-14
SHOX2,2.82E-14,6.49E-69,2.82E-14
MYO15B,2.82E-14,3.81E-37,2.82E-14
CXCL13,2.82E-14,7.60E-101,2.82E-14
CDC7,1.60E-14,2.52E-29,1.60E-14
RP11-502I4.3,1.54E-14,2.60E-46,1.54E-14
DHRS9,1.54E-14,7.06E-61,1.54E-14
KRT86,1.54E-14,4.23E-70,1.54E-14
HIP1R,1.12E-14,1.42E-80,1.12E-14
SH2D1B,8.37E-15,2.90E-95,8.37E-15
TBX21,5.45E-15,3.32E-34,5.45E-15
CLEC2B,5.67E-14,5.14E-14,5.37E-15
IL9R,4.52E-15,9.06E-60,4.52E-15
G0S2,4.52E-15,2.91E-49,4.52E-15
C1QB,4.52E-15,3.58E-76,4.52E-15
GIPR,4.52E-15,1.14E-58,4.52E-15
CD72,4.52E-15,1.64E-56,4.52E-15
CYGB,4.52E-15,4.23E-70,4.52E-15
F3,4.52E-15,2.63E-86,4.52E-15
RP11-539L10.2,4.52E-15,2.14E-44,4.52E-15
HAVCR2,2.53E-15,8.80E-83,2.53E-15
SMC1B,2.53E-15,9.10E-92,2.53E-15
ZFYVE9,2.42E-15,2.41E-53,2.42E-15
PEBP1,5.67E-14,5.45E-14,2.21E-15
EXPH5,1.59E-15,3.32E-34,1.59E-15
LAT2,1.42E-15,3.15E-25,1.42E-15
RP11-110I1.12,1.35E-15,3.18E-39,1.35E-15
ZNF749,1.35E-15,7.69E-73,1.35E-15
LIMD1-AS1,1.29E-15,5.40E-62,1.29E-15
NKAPL,1.29E-15,2.05E-77,1.29E-15
RP11-328M4.2,1.29E-15,1.14E-58,1.29E-15
CACYBP,1.23E-15,7.10E-18,1.22E-15
HSPD1,1.17E-15,1.94E-17,1.15E-15
GNLY,1.01E-15,6.02E-69,1.01E-15
APOBEC3H,7.59E-16,6.07E-51,7.59E-16
KISS1R,7.20E-16,9.10E-92,7.20E-16
ZNF229,6.86E-16,1.64E-56,6.86E-16
DNAJB6,4.22E-16,1.55E-17,4.07E-16
PRR22,3.80E-16,9.55E-78,3.80E-16
RBPMS2,3.62E-16,1.91E-55,3.62E-16
LAIR2,3.62E-16,2.91E-23,3.62E-16
ZNF75D,2.00E-16,1.54E-95,2.00E-16
TM7SF2,2.00E-16,2.96E-80,2.00E-16
ZNF519,2.00E-16,1.22E-25,2.00E-16
CD207,1.89E-16,2.41E-53,1.89E-16
PTX3,1.89E-16,2.63E-86,1.89E-16
HCN3,1.89E-16,2.42E-25,1.89E-16
CXCL10,1.32E-16,9.17E-36,1.32E-16
ATG9A,1.18E-16,2.30E-98,1.18E-16
MTSS1,1.18E-16,1.39E-19,1.18E-16
NFKBIA,1.06E-16,4.25E-19,1.05E-16
MACROD2,9.88E-17,6.92E-89,9.88E-17
FOXO1,7.63E-17,1.22E-95,7.63E-17
PRRT1,6.14E-17,1.09E-59,6.14E-17
ZNF354C,5.41E-17,6.47E-21,5.41E-17
CEP72,5.11E-17,1.44E-66,5.11E-17
RP11-318E3.9,5.11E-17,1.74E-96,5.11E-17
VAMP1,5.11E-17,1.79E-91,5.11E-17
GBP4,2.20E-14,2.19E-14,4.37E-17
HEMK1,3.68E-17,1.42E-86,3.68E-17
MSH6,1.77E-17,1.48E-87,1.77E-17
B3GALTL,1.53E-17,3.42E-57,1.53E-17
GSTCD,1.35E-17,2.41E-53,1.35E-17
CALCB,1.35E-17,6.49E-69,1.35E-17
CD69,1.41E-17,1.71E-18,1.24E-17
AMMECR1L,7.81E-18,7.75E-82,7.81E-18
NUDT12,7.30E-18,9.55E-78,7.30E-18
SLC7A11,7.30E-18,6.47E-21,7.29E-18
PKIB,6.85E-18,2.14E-44,6.85E-18
AC027307.3,6.85E-18,2.60E-46,6.85E-18
PIK3IP1,7.38E-18,3.31E-18,4.07E-18
ORC6,3.46E-18,7.28E-100,3.46E-18
TLR6,3.46E-18,5.95E-33,3.46E-18
RELL2,2.35E-18,6.59E-68,2.35E-18
MYCBPAP,1.86E-18,4.10E-60,1.86E-18
PACS2,1.86E-18,6.36E-27,1.86E-18
ZNF395,1.86E-18,7.06E-23,1.86E-18
RGS1,1.19E-17,1.00E-17,1.86E-18
PRC1,1.74E-18,6.77E-39,1.74E-18
GPD1L,1.74E-18,4.01E-63,1.74E-18
RGPD2,1.74E-18,8.82E-27,1.74E-18
HVCN1,1.19E-18,3.04E-70,1.19E-18
NCAPG2,9.33E-19,6.41E-35,9.33E-19
TRIM32,5.46E-19,7.49E-95,5.46E-19
NCR3,4.31E-19,2.63E-86,4.31E-19
TCEA3,2.97E-19,6.59E-68,2.97E-19
BCAS3,2.30E-19,1.64E-76,2.30E-19
RAMP1,2.30E-19,2.86E-33,2.30E-19
SRSF3,2.88E-19,6.26E-20,2.25E-19
CCL13,2.13E-19,1.16E-78,2.13E-19
FAM43A,2.13E-19,2.63E-52,2.13E-19
GZMB,1.97E-19,2.31E-30,1.97E-19
AC026806.2,1.04E-19,8.82E-27,1.04E-19
RNF144A,6.03E-20,1.37E-94,6.03E-20
PNOC,5.08E-20,9.06E-60,5.08E-20
GALC,2.68E-20,9.55E-78,2.68E-20
NCAM1,2.46E-20,7.60E-101,2.46E-20
RHOH,3.07E-20,1.34E-20,1.73E-20
RP11-439E19.7,1.19E-20,2.41E-53,1.19E-20
RBM39,9.78E-21,8.89E-22,8.89E-21
GIMAP1,7.36E-18,7.35E-18,8.45E-21
KIAA0226L,6.23E-21,2.82E-75,6.23E-21
PHLPP2,6.23E-21,6.41E-35,6.23E-21
RP11-548H3.1,6.23E-21,1.74E-25,6.23E-21
LCK,3.07E-20,2.68E-20,3.95E-21
MAP3K3,3.63E-21,2.30E-98,3.63E-21
RP11-425I13.3,3.28E-21,4.45E-78,3.28E-21
KIF19,2.97E-21,8.80E-83,2.97E-21
ZNF821,2.97E-21,5.57E-61,2.97E-21
RP11-573D15.9,2.97E-21,1.10E-45,2.97E-21
CCT4,3.09E-21,1.88E-22,2.91E-21
RP11-326C3.15,2.71E-21,2.63E-52,2.71E-21
KLF6,2.71E-21,2.21E-22,2.49E-21
IRF1,3.07E-21,9.04E-22,2.17E-21
CD3E,2.46E-20,2.26E-20,2.02E-21
CTD-2287O16.5,1.56E-21,8.92E-71,1.56E-21
ATHL1,1.56E-21,1.92E-40,1.56E-21
FDXR,6.66E-22,1.94E-70,6.66E-22
KCNE1L,6.03E-22,9.77E-93,6.03E-22
TOLLIP-AS1,6.03E-22,1.74E-96,6.03E-22
ZNF543,3.48E-22,2.05E-68,3.48E-22
CDCA7,3.48E-22,2.44E-93,3.48E-22
ZNF28,3.48E-22,2.21E-27,3.48E-22
S1PR4,3.09E-21,2.75E-21,3.48E-22
LINC00989,3.13E-22,7.11E-60,3.13E-22
ZDHHC2,2.82E-22,7.06E-61,2.82E-22
CTB-61M7.2,2.82E-22,2.39E-45,2.82E-22
COL11A2,2.82E-22,1.35E-34,2.82E-22
GADD45B,2.94E-22,1.37E-23,2.81E-22
NUDC,2.94E-22,5.96E-23,2.35E-22
HSPE1,8.84E-23,1.55E-24,8.69E-23
NQO1,6.75E-23,7.47E-57,6.75E-23
MFSD9,6.75E-23,6.48E-88,6.75E-23
SSH1,6.75E-23,3.21E-61,6.75E-23
HIST1H2AL,6.06E-23,2.07E-65,6.06E-23
AQP10,6.06E-23,4.67E-26,6.05E-23
LRP5L,3.11E-23,1.94E-70,3.11E-23
SLC16A4,3.11E-23,7.45E-43,3.11E-23
RP11-279O9.4,2.78E-23,9.77E-68,2.78E-23
SBF2-AS1,1.43E-23,1.54E-95,1.43E-23
FPR1,1.27E-23,3.58E-76,1.27E-23
RP11-782C8.5,1.27E-23,8.79E-30,1.27E-23
KIAA2022,1.27E-23,8.82E-27,1.27E-23
SRF,7.33E-24,5.12E-46,7.33E-24
RP11-25K19.1,6.49E-24,4.43E-68,6.49E-24
ZXDA,6.49E-24,1.74E-90,6.49E-24
HLA-DMB,5.77E-24,5.13E-85,5.77E-24
ESPN,5.77E-24,1.47E-30,5.77E-24
RP11-849H4.2,2.94E-24,3.31E-89,2.94E-24
CHAC1,2.94E-24,5.13E-59,2.94E-24
DEGS2,2.94E-24,1.73E-31,2.94E-24
DBH,2.60E-24,3.81E-37,2.60E-24
GINS1,2.60E-24,8.79E-30,2.60E-24
PAIP2B,1.97E-24,1.61E-97,1.97E-24
C11orf63,1.32E-24,2.35E-26,1.30E-24
CX3CR1,1.17E-24,1.79E-91,1.17E-24
RP11-89K11.1,1.17E-24,6.92E-89,1.17E-24
IGFBP6,1.17E-24,1.16E-78,1.17E-24
TMEM81,1.17E-24,2.39E-45,1.17E-24
RP13-582O9.5,7.73E-25,4.32E-91,7.73E-25
CCR9,5.91E-25,1.27E-47,5.91E-25
ITM2A,2.64E-23,2.59E-23,5.05E-25
DDX24,2.23E-24,1.86E-24,3.73E-25
C19orf40,2.63E-25,7.47E-57,2.63E-25
TCP11L1,2.63E-25,6.41E-35,2.63E-25
HERPUD1,2.18E-24,2.05E-24,1.30E-25
ABCA2,1.02E-25,1.60E-42,1.02E-25
CYCS,1.66E-25,1.06E-25,6.08E-26
C12orf42,5.10E-26,2.45E-62,5.10E-26
SERHL2,4.45E-26,1.79E-91,4.45E-26
LITAF,1.77E-25,1.34E-25,4.38E-26
KMT2E,1.75E-25,1.33E-25,4.26E-26
PAPOLA,4.90E-26,1.20E-26,3.71E-26
LINC00959,2.58E-26,1.37E-69,2.58E-26
PIGO,1.94E-26,2.71E-71,1.94E-26
PALLD,1.94E-26,1.38E-57,1.94E-26
SUV39H2,1.31E-26,1.03E-74,1.31E-26
PARPBP,9.67E-27,4.74E-74,9.67E-27
GATA6,8.38E-27,2.77E-47,8.38E-27
EZR,1.33E-26,8.37E-27,4.92E-27
MTMR1,1.79E-27,3.21E-61,1.79E-27
PDLIM1,1.79E-27,1.64E-76,1.79E-27
RCAN1,1.79E-27,1.62E-81,1.79E-27
BORA,5.34E-28,1.35E-50,5.34E-28
PLA2G15,4.50E-28,1.26E-93,4.50E-28
MACROD1,3.23E-28,1.27E-47,3.23E-28
SRSF2,2.45E-28,1.85E-29,2.26E-28
TYMP,1.47E-28,1.45E-31,1.47E-28
COL6A2,1.16E-28,1.03E-73,1.16E-28
RP11-730K11.1,1.16E-28,6.49E-69,1.16E-28
AC025335.1,8.06E-29,8.20E-90,8.06E-29
C17orf51,3.38E-29,5.74E-86,3.38E-29
ZNF26,2.01E-29,3.83E-32,2.00E-29
GPLD1,2.01E-29,8.79E-30,1.13E-29
GPR107,9.84E-30,1.23E-71,9.84E-30
ST20,9.84E-30,9.41E-66,9.84E-30
ALG10B,8.29E-30,1.47E-30,6.82E-30
PIM1,9.53E-28,9.48E-28,4.81E-30
HOXA10,3.40E-30,9.06E-60,3.40E-30
TSC1,3.40E-30,2.92E-64,3.40E-30
RAB40B,3.40E-30,1.64E-56,3.40E-30
TXN,3.85E-30,1.08E-30,2.77E-30
DCUN1D4,2.41E-30,2.98E-87,2.41E-30
KHDC1,1.99E-30,4.53E-55,1.99E-30
ITGA2B,1.66E-30,9.55E-78,1.66E-30
CCDC163P,1.66E-30,6.48E-88,1.66E-30
MED20,1.47E-30,2.85E-80,1.47E-30
LBH,6.35E-29,6.22E-29,1.33E-30
CCT6A,6.38E-29,6.25E-29,1.32E-30
TIRAP,6.74E-31,1.34E-49,6.74E-31
RASSF6,5.61E-31,2.71E-71,5.61E-31
AC009299.2,5.61E-31,8.69E-40,5.61E-31
NUDT4,4.01E-31,2.30E-98,4.01E-31
ZFP30,4.01E-31,1.68E-73,4.01E-31
XRCC3,2.72E-31,5.35E-79,2.72E-31
ATL1,2.26E-31,1.14E-58,2.26E-31
ARHGEF10,2.26E-31,5.95E-33,2.20E-31
F2R,1.63E-31,2.85E-49,1.63E-31
FAM228B,1.09E-31,6.90E-98,1.09E-31
FSTL3,9.04E-32,2.71E-71,9.04E-32
YPEL5,5.68E-32,5.06E-33,5.17E-32
ASB1,5.04E-32,6.20E-92,5.04E-32
TMEM143,3.59E-32,4.23E-70,3.59E-32
IPP,2.13E-32,1.37E-94,2.13E-32
GCC2,9.90E-31,9.73E-31,1.76E-32
CASP2,1.73E-32,9.96E-97,1.73E-32
CCL22,1.42E-32,9.86E-84,1.42E-32
EGR3,1.42E-32,1.44E-66,1.42E-32
SERP2,5.59E-33,2.91E-49,5.59E-33
RP11-440L14.1,5.59E-33,2.79E-51,5.59E-33
IER5L,5.59E-33,2.87E-48,5.59E-33
HCG17,2.18E-33,2.41E-53,2.18E-33
FN3K,2.18E-33,6.39E-80,2.18E-33
MMP23B,2.18E-33,1.74E-96,2.18E-33
AF131215.5,2.18E-33,5.13E-85,2.18E-33
GZMH,8.47E-34,1.86E-82,8.47E-34
HELZ,6.44E-34,1.49E-73,6.44E-34
CLIP2,3.27E-34,5.40E-62,3.27E-34
RACGAP1,3.27E-34,9.77E-93,3.27E-34
CCL15,3.27E-34,2.39E-45,3.27E-34
CLEC9A,3.27E-34,5.14E-38,3.27E-34
TOMM34,1.96E-34,3.43E-93,1.96E-34
MMS22L,1.56E-34,4.86E-93,1.56E-34
BANK1,1.26E-34,3.58E-76,1.26E-34
SSB,6.99E-34,5.91E-34,1.08E-34
RP11-176H8.1,5.98E-35,1.74E-90,5.98E-35
ZNF70,4.79E-35,1.64E-56,4.79E-35
SCN1B,4.79E-35,7.06E-61,4.79E-35
MRPL32,7.14E-34,6.83E-34,3.14E-35
PNRC1,3.57E-35,1.58E-35,1.99E-35
CSF1,1.82E-35,1.74E-96,1.82E-35
SDC2,1.82E-35,3.48E-81,1.82E-35
IFNB1,1.82E-35,3.48E-81,1.82E-35
EPHX4,1.82E-35,2.14E-44,1.82E-35
KIAA1468,6.86E-36,1.34E-87,6.86E-36
ADAMTS10,6.86E-36,2.18E-54,6.86E-36
AC022182.3,5.28E-36,2.25E-92,5.28E-36
UBXN6,4.34E-36,7.32E-87,4.34E-36
COX5A,1.59E-34,1.56E-34,3.60E-36
TAGLN2,3.57E-35,3.33E-35,2.45E-36
C22orf46,1.55E-36,6.09E-87,1.55E-36
SLC30A4,9.58E-37,2.90E-95,9.58E-37
RP5-943J3.2,9.58E-37,1.60E-42,9.58E-37
C7orf26,8.25E-37,8.32E-59,8.25E-37
TNFSF13B,1.35E-36,5.54E-37,7.98E-37
PSMA8,5.80E-37,4.31E-66,5.80E-37
FAM168B,4.74E-37,6.33E-66,4.74E-37
WDR64,3.55E-37,9.77E-68,3.55E-37
MRPL18,3.59E-37,2.41E-38,3.35E-37
C5orf51,2.79E-37,5.48E-39,2.73E-37
RP11-690G19.3,1.67E-37,6.90E-98,1.67E-37
SMG6,6.14E-38,2.97E-69,6.14E-38
SARM1,6.14E-38,2.64E-94,6.14E-38
TXNIP,7.50E-38,1.62E-38,5.89E-38
SLC39A11,4.77E-38,1.86E-82,4.77E-38
SLC6A9,4.77E-38,1.44E-66,4.77E-38
RP11-533E19.7,4.77E-38,5.23E-94,4.77E-38
AFF3,4.77E-38,8.69E-40,4.69E-38
POMT1,2.92E-38,1.37E-69,2.92E-38
CDKN1C,2.92E-38,3.58E-73,2.92E-38
ADARB1,2.92E-38,2.92E-42,2.92E-38
GNGT2,2.25E-38,1.62E-81,2.25E-38
AC108488.4,2.25E-38,9.96E-97,2.25E-38
ZNF845,2.25E-38,1.74E-90,2.25E-38
ZCCHC18,1.74E-38,2.79E-51,1.74E-38
BEND5,3.86E-39,3.42E-57,3.86E-39
RP11-404F10.2,2.26E-39,1.34E-87,2.26E-39
TERF2IP,7.50E-38,7.42E-38,8.25E-40
HNRNPDL,3.15E-39,2.42E-39,7.30E-40
TOX,3.77E-40,1.62E-81,3.77E-40
SNHG8,6.32E-40,3.54E-40,2.77E-40
SENP1,1.77E-40,5.14E-97,1.77E-40
NAT14,1.77E-40,6.09E-87,1.77E-40
SRSF11,6.32E-40,4.74E-40,1.58E-40
USP51,1.01E-40,6.49E-69,1.01E-40
TRH,3.55E-41,2.90E-95,3.55E-41
ZNF683,3.55E-41,1.38E-57,3.55E-41
ALG9,1.65E-41,6.48E-88,1.65E-41
CXXC5,1.24E-41,1.64E-56,1.24E-41
METAP1D,1.05E-41,2.73E-97,1.05E-41
FXYD7,3.66E-42,2.98E-87,3.66E-42
SOD2,2.84E-42,9.75E-46,2.84E-42
BCL9,1.48E-42,1.28E-97,1.48E-42
AC007401.2,1.48E-42,2.18E-54,1.48E-42
C11orf96,1.48E-42,2.87E-48,1.48E-42
CHEK2,1.27E-42,4.26E-96,1.27E-42
PLCE1,6.08E-43,1.81E-82,6.08E-43
SSBP2,6.08E-43,2.28E-96,6.08E-43
NKG7,6.00E-43,9.81E-56,6.00E-43
CCNL1,8.81E-43,3.27E-43,5.54E-43
SLC39A13,3.20E-43,8.72E-91,3.20E-43
CENPJ,3.20E-43,4.53E-55,3.20E-43
FYN,3.98E-43,1.76E-43,2.22E-43
ARID4B,8.81E-43,7.49E-43,1.32E-43
LGALS2,7.98E-44,1.94E-70,7.98E-44
ADTRP,2.43E-41,2.42E-41,6.28E-44
NT5M,5.84E-44,2.18E-54,5.84E-44
STAP1,4.90E-44,1.22E-95,4.90E-44
RP11-398K22.12,3.72E-44,3.58E-73,3.72E-44
GRK4,2.70E-44,6.54E-67,2.70E-44
LRRC2,2.70E-44,9.55E-78,2.70E-44
ZNF213,2.70E-44,2.97E-69,2.70E-44
ZNF667,1.97E-44,3.50E-90,1.97E-44
ZNF30,1.97E-44,6.92E-89,1.97E-44
VASH2,1.97E-44,1.14E-58,1.97E-44
BCAS2,3.02E-44,1.62E-44,1.40E-44
PHF7,9.06E-45,1.94E-70,9.06E-45
ZNF823,4.22E-45,3.16E-88,4.22E-45
AP1B1,3.03E-45,6.90E-98,3.03E-45
PMAIP1,3.02E-44,2.77E-44,2.50E-45
RBP7,2.19E-45,6.92E-89,2.19E-45
POLB,1.00E-45,6.90E-98,1.00E-45
RAD51B,7.24E-46,4.01E-63,7.24E-46
RP4-583P15.10,7.24E-46,2.77E-47,6.96E-46
FAM118B,6.91E-46,1.52E-76,6.91E-46
PAOX,6.61E-46,6.19E-76,6.61E-46
ZNF789,3.32E-46,9.10E-92,3.32E-46
PABPC1L,1.09E-46,1.10E-53,1.09E-46
HLA-DRA,1.06E-46,1.68E-63,1.06E-46
TPSAB1,7.75E-47,5.13E-85,7.75E-47
XYLT1,7.75E-47,4.01E-63,7.75E-47
TAF1C,7.22E-47,1.20E-79,7.22E-47
SBDS,9.73E-46,9.39E-46,3.44E-47
